Object ID,National Inventory of Dams ID (NID ID),Other Structure ID,Federal ID,Data Last Updated,Dam Name,Other Names,Owner Types,Primary Owner Type,State or Federal Agency ID,Number of Associated Structures,Designer Names,Non-Federal Dam on Federal Property,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Source Agency,Latitude (North–South),Longitude (East–West),State or Territory,County and State,Nearest City or Town,Distance to Nearest City/Town (Miles),River or Stream,Congressional Representative District,Congressional Representative,Federal Agency Owner,Federal Agency Involvement in Funding,Federal Agency Involvement in Design,Federal Agency Involvement in Construction,Federal Agency Involvement in Regulatory,Federal Agency Involvement in Inspection,Federal Agency Involvement in Operation,Federal Agency Involvement – Other,Primary Purpose,Purposes,Primary Dam Type,Dam Types,Core Types,The material upon which dam is founded,Dam Height (feet),Hydraulic Height (feet),Structural Height (feet),National Inventory of Dams (NID) Height,Dam Length (feet),Dam Volume (cubic yards),Year Completed,National Inventory of Dams (NID) Storage,Maximum Storage,Normal Storage (acre feet),Surface Area (acres),Drainage Area (Square Miles),Maximum Discharge,Spillway Type,Spillway Width (feet),Number of Locks,Length of Locks (feet),Lock Width (feet),Year Modified,Outlet Gates,Number of Associated Structures,Last Inspection Date,Inspection Frequency,Hazard Potential Classification,Dam Condition Assessment,Recent Dam Assessment Date,Emergency Action Plan (EAP) Prepared,Emergency Action Plan (EAP) Last Reviewed Date,SE_ANNO_CAD_DATA,Former Names,Is Associated Structure?,American Indian/Alaska Native/Native Hawaiian,Federally Regulated Dam,Built Under the Authority of the Secretary of Agriculture,Natural Resources Conservation Service (NRCS) Watershed Dam Authorization,Operational Status,Operational Status Date,Website URL,x,y
87190,CA00800,,CA00800,11/25/2024 12:00:00 PM,Sycamore,,Local Government,Local Government,1003.005,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,33.9547,-117.3434,California,"Riverside, California",City of Riverside,0,Sycamore Canyon,"Congressional District 39, California",Mark Takano (D),,,,,,,,,Flood Risk Reduction,Flood Risk Reduction,Earth,Earth,,,63,53,,63,620,,1956,1150,1150,,57,10.7,,,,,,,,,,12/5/2023 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,10/31/2013 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-117.3434,33.9547000000001
87191,CA01030,,CA01030,9/13/2024 12:00:00 PM,Haynes Reservoir,,Private,Private,2223,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,40.9052,-121.7629,California,"Shasta, California",,,Goose Creek,"Congressional District 01, California",Doug LaMalfa (R),,,,,,,,,Other,"Irrigation, Other, Water Supply",Earth,Earth,,,67,63,,67,875,,1965,5870,5870,,241,5.3,,,,,,,,,,6/5/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,4/8/2022 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-121.7629,40.9052
87192,CA01032,,CA01032,9/13/2024 12:00:00 PM,Junge No. 3,,Private,Private,3220.003,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,40.6714,-121.9613,California,"Shasta, California",Palo Cedros,15,Tr Clover Creek,"Congressional District 01, California",Doug LaMalfa (R),,,,,,,,,Water Supply,"Irrigation, Recreation, Water Supply",Earth,Earth,,,43,39,,43,860,,1966,180,180,,13,0.45,,,,,,,,,,9/27/2023 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-121.9613,40.6714000000001
87195,CA01306,,CA01306,9/13/2024 12:00:00 PM,Middle Cooperstown,,Private,Private,1550,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,37.7502,-120.5383,California,"Tuolumne, California",,,Tr Dry Creek,"Congressional District 05, California",Tom McClintock (R),,,,,,,,,Water Supply,Water Supply,Earth,Earth,,,24,20,,24,550,,1947,90,90,,17,,,,,,,,,,,8/1/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.5383,37.7502000000001
87516,CA10407,,CA10407,9/13/2024 12:00:00 PM,Guzman Reservoir,,Public Utility,Public Utility,737.002,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,35.7399,-119.0667,California,"Kern, California",Jasmin,0,Offstream,"Congressional District 22, California",,,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,47,43,,47,1275,,,684,684,,33.18,0.18,80,,,,,,,,,4/24/2024 12:00:00 PM,1,High,Satisfactory,12/1/2020 12:00:00 PM,,8/27/2021 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-119.0667,35.7399
87538,CA00346,,CA00346,8/28/2025 12:00:00 PM,Round Valley,Snag Lake,Private,Private,00803-01-01,0,,Yes,Yes,Yes,"DWR, Safety of Dams",Yes,Yes,Yes,FERC,40.073,-121.455,California,"Butte, California",Stirling City,12,West Branch Feather River     ,"Congressional District 01, California",Doug LaMalfa (R),,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,Hydroelectric,Hydroelectric,Earth,Earth,Buttress,Unlisted/Unknown,29,,29,29,850,,1877,1200,1200,1196,96.3,2.3,1800,Uncontrolled,40,,,,,,,8/7/2025 12:00:00 PM,1,High,Unsatisfactory,10/16/2024 12:00:00 PM,,12/30/2022 12:00:00 PM,System.Byte[],,No,,Yes,No,N/A,"Under Investigation, Planning, Permitting, or Design for Remediation",10/16/2024 12:00:00 PM,https://www.ferc.gov/dam-safety-and-inspections,-121.455,40.073
87540,CA00359,,CA00359,1/19/2024 12:00:00 PM,Lake Sterling,,Private,Private,02310-19-01,0,,Yes,Yes,Yes,"DWR, Safety of Dams",Yes,Yes,Yes,FERC,39.3572,-120.4928,California,"Nevada, California",None                                              ,,Fordyce Creek - Tr            ,"Congressional District 03, California",Doug LaMalfa (R),,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,Hydroelectric,Hydroelectric,Rockfill,"Rockfill, Timber Crib",,,32,31,34,34,228,,1858,1764,1764,1730,111.6,1,400,Uncontrolled,13,,,,,,,8/12/2019 12:00:00 PM,3,Low,Satisfactory,9/29/2023 12:00:00 PM,,12/23/2021 12:00:00 PM,System.Byte[],,No,,Yes,No,N/A,Normal Operations,9/29/2023 12:00:00 PM,https://www.ferc.gov/dam-safety-and-inspections,-120.4928,39.3572
87542,CA01354,,CA01354,9/13/2024 12:00:00 PM,Santa Maria,,Public Utility,Public Utility,1044.005,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,33.0506,-116.9445,California,"San Diego, California",,,Offstream,"Congressional District 48, California",Duncan Hunter (R),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,25,21,,25,2240,,1995,217,217,,20,0.4,,,,,,,,,,2/1/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,6/1/2022 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-116.9445,33.0506
87543,CA10144,,CA10144,5/21/2021 12:00:00 PM,Dorris Dam ,,Federal,Federal,CA10144,0,,No,No,No,,No,No,No,DOI FWS,41.488087,-120.489365,California,"Modoc, California","ALTURAS, CALIFORNIA",1,STOCKDILL SLOUGH,"Congressional District 01, California",Doug LaMalfa (R),Fish and Wildlife Service,,Fish and Wildlife Service,Fish and Wildlife Service,Fish and Wildlife Service,Fish and Wildlife Service,Fish and Wildlife Service,,Irrigation,Irrigation,Earth,Earth,Stone,Soil,25,23,25,25,3860,,1930,33000,33000,11870,843,16.6,852,Uncontrolled,72,0,0,0,"1951 - Other, 1973 - Other, 1983 - Hydraulic, 2010 - Mechanical, 2018 - Other",Slide (sluice gate),,7/23/2019 12:00:00 PM,3,High,Fair,7/23/2019 12:00:00 PM,,10/13/2020 12:00:00 PM,System.Byte[],,No,,Yes,No,N/A,,,https://www.fws.gov/,-120.489365,41.4880870000001
87546,CA10328,,CA10328,5/17/2021 12:00:00 PM,Householder,Long Branch,Federal,Federal,050955 9129,0,,No,No,,,,,,USDA FS,41.88888889,-120.5555556,California,"Modoc, California",,,,"Congressional District 01, California",Doug LaMalfa (R),Forest Service,Forest Service,Forest Service,Forest Service,Forest Service,Forest Service,Forest Service,,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond",Earth,Earth,,,12,,12,12,450,,1970,129,,129,,3.4,,Uncontrolled,20,,,,,Uncontrolled,,8/31/2010 12:00:00 PM,10,Low,Not Rated,,,,System.Byte[],,No,,Yes,No,N/A,,,https://www.fs.usda.gov/eng/dams/,-120.5555556,41.88888889
87559,CA01216,,CA01216,9/13/2024 12:00:00 PM,Steidlmayer #3,,Private,Private,350,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,39.2286,-121.8251,California,"Sutter, California",,,Unnamed,"Congressional District 01, California",John Garamendi (D),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,49,43,,49,600,,1961,82,82,,6,0.44,,,,,,,,,,1/8/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-121.8251,39.2286
87839,CA10103,,CA10103,2/17/2026 12:00:00 PM,Burns Dam,Burns Reservoir,Federal,Federal,CA10103,0,,No,,No,,No,No,No,CE,37.37687394,-120.27543235,California,"Merced, California",PLANADA,4,BURNS CREEK,"Congressional District 13, California",Jim Costa (D),US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Flood Risk Reduction,"Flood Risk Reduction, Hydroelectric",Earth,Earth,Stone,,65,49,53,65,4070,0,1950,21836,21836,6934,670,74,6600,Uncontrolled,40,0,0,0,,,,6/11/2021 12:00:00 PM,5,High,Not Available,,Yes,5/6/2025 12:00:00 PM,System.Byte[],,No,,Yes,No,,Normal Operations,11/20/2025 12:00:00 PM,https://www.spk.usace.army.mil/Missions/Civil-Works/Dam-Safety-Program/,-120.275432349,37.3768739390001
87883,CA00820,S001,CA00820S001,4/29/2025 12:00:00 PM,Loon Lake Auxiliary,,Public Utility,Public Utility,02101-01-02,2,Bechtel,No,,No,,No,No,No,FERC,38.9882,-120.3321,California,"El Dorado, California",Folsom                                            ,45,Gerle Creek                   ,"Congressional District 03, California",Tom McClintock (R),,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,Hydroelectric,"Hydroelectric, Recreation",Rockfill,Rockfill,,Rock,90,94,102,102,910,,1963,69309,69309,51000,1450,7.96,15300,None,,,,,,,"CA00820, CA00820S002",8/28/2023 12:00:00 PM,1,Significant,Satisfactory,9/29/2023 12:00:00 PM,,1/3/2023 12:00:00 PM,System.Byte[],,Yes,,Yes,No,N/A,Normal Operations,9/29/2023 12:00:00 PM,https://www.ferc.gov/dam-safety-and-inspections,-120.3321,38.9882000000001
87899,CA00619,,CA00619,9/13/2024 12:00:00 PM,Bevanda,,Private,Private,495,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.1451,-120.8859,California,"Calaveras, California",Valley Springs,0.4,Tr Calaveras Rv,"Congressional District 05, California",Tom McClintock (R),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,29,25,,29,610,,1925,90,60,,13,0.97,,,,,,,,,,6/4/2024 12:00:00 PM,1,Significant,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.8859,38.1451000000001
87901,CA00648,,CA00648,9/13/2024 12:00:00 PM,Poore Lake Reservoir,,Private,Private,540,0,,Yes,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.3159,-119.5223,California,"Mono, California",,,Poore Creek,"Congressional District 03, California",Paul Cook (R),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,23,18,,23,400,,1900,1200,1200,,94,2.69,,,,,,,,,,11/2/2023 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-119.5223,38.3159000000001
87903,CA01031,,CA01031,9/13/2024 12:00:00 PM,Junge No. 2,,Private,Private,3220.002,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,40.6854,-121.9518,California,"Shasta, California",Palo Cedros,17,Tr Clover Creek,"Congressional District 01, California",Doug LaMalfa (R),,,,,,,,,Water Supply,"Irrigation, Recreation, Water Supply",Earth,Earth,,,34,30,,34,480,,1965,42,42,,5,0.15,,,,,,,,,,9/27/2023 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-121.9518,40.6854000000001
87905,CA01075,,CA01075,11/12/2024 12:00:00 PM,Big Dry Creek,,Public Utility,Public Utility,1017.002,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,36.8874,-119.6603,California,"Fresno, California","Clovis, Fresno",4,Big Dry Cr & Dog Cr,"Congressional District 20, California",Devin Nunes (R),,,,,,,,,Flood Risk Reduction,Flood Risk Reduction,Earth,Earth,,,50,41,,50,25300,,1948,30200,30200,,2151,82,,,,,,,,,,1/18/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,1/3/2020 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-119.6603,36.8874000000001
87908,CA10335,,CA10335,5/17/2021 12:00:00 PM,Corders#1,,Federal,Federal,050653 9102,0,,No,No,,,,,,USDA FS,40.819026,-121.140274,California,"Lassen, California",,,,"Congressional District 01, California",Doug LaMalfa (R),Forest Service,Forest Service,Forest Service,Forest Service,Forest Service,Forest Service,Forest Service,,"Fire Protection, Stock, Or Small Fish Pond","Fire Protection, Stock, Or Small Fish Pond, Irrigation",Earth,Earth,"Buttress, Stone",Soil,9,9,9,9,750,,1954,75,,75,,,120,Uncontrolled,28,,,,,,,8/14/2008 12:00:00 PM,10,Low,Not Rated,,,,System.Byte[],,No,,Yes,No,N/A,,,https://www.fs.usda.gov/eng/dams/,-121.140274,40.8190260000001
88224,CA00442,,CA00442,1/19/2024 12:00:00 PM,Portal Forebay Main,,Private,Private,02174-01-01,1,,Yes,Yes,Yes,"DWR, Safety of Dams",Yes,Yes,Yes,FERC,37.3201,-119.0693,California,"Fresno, California",Mono Hot Springs                                  ,,Camp 61 Creek                 ,"Congressional District 05, California",Tom McClintock (R),,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,Hydroelectric,Hydroelectric,Earth,"Earth, Rockfill",Stone,Rock,65,,,65,795,,1956,390,390,325,20,,3500,Uncontrolled,100,,,,,,CA00442S001,8/29/2023 12:00:00 PM,3,Low,Satisfactory,9/29/2023 12:00:00 PM,,9/15/2022 12:00:00 PM,System.Byte[],,No,,Yes,No,N/A,Normal Operations,9/29/2023 12:00:00 PM,https://www.ferc.gov/dam-safety-and-inspections,-119.0693,37.3201
88225,CA00973,,CA00973,9/13/2024 12:00:00 PM,Williams Valley,,Private,Private,1381,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,39.8372,-123.1844,California,"Mendocino, California",,,Tr Short Creek,"Congressional District 02, California",Jared Huffman (D),,,,,,,,,Water Supply,"Irrigation, Tailings, Water Supply",Earth,Earth,,,47,39,,47,243,,1965,200,200,,15,1.4,,,,,,,,,,5/15/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-123.1844,39.8372000000001
88227,CA10190,,CA10190,10/22/2025 12:00:00 PM,Spring Creek Debris Dam,Spring Creek Reservoir,Federal,Federal,,0,,No,No,No,,No,No,No,DOI BR,40.6296,-122.474,California,"Shasta, California",NONE,0,SPRING CREEK,"Congressional District 01, California",Doug LaMalfa (R),Bureau of Reclamation,Bureau of Reclamation,,,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Debris Control,"Debris Control, Other",Earth,Earth,,,196,169,196,196,1110,,1963,7286,7286,5874,87,15.73,5260,Uncontrolled,25,0,0,0,,,,3/9/2020 12:00:00 PM,4,High,Not Available,,,12/5/2022 12:00:00 PM,System.Byte[],,No,,Yes,No,N/A,,,https://www.usbr.gov/ssle/damsafety/,-122.474,40.6296
88550,CA00487,,CA00487,9/13/2024 12:00:00 PM,Danhauser,,Private,Private,161,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,41.4119,-120.4835,California,"Modoc, California",,,Tr Sfk Pit River,"Congressional District 01, California",,,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,17,13,,17,3200,,1890,1258,1258,,208,1.5,,,,,,,,,,6/18/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.4835,41.4119000000001
88561,CA00715,,CA00715,9/13/2024 12:00:00 PM,Lemoore Diversion Weir,,Private,Private,722,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,36.4185,-119.7228,California,"Fresno, California",,,Kings River,"Congressional District 13, California",TJ Cox (D),,,,,,,,,Other,"Irrigation, Other",Buttress,Buttress,,,21,21,,21,192,,1924,50,50,,13,,,,,,,,,,,3/27/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-119.7228,36.4185000000001
88562,CA00337,,CA00337,1/19/2024 12:00:00 PM,Crane Valley,Bass Lake,Private,Private,01354-01-01,0,,Yes,Yes,Yes,"DWR, Safety of Dams",Yes,Yes,Yes,FERC,37.2923,-119.5292,California,"Madera, California",North Fork,6,North Fork Willow Creek       ,"Congressional District 05, California",Tom McClintock (R),,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,Hydroelectric,"Hydroelectric, Recreation",,,Buttress,Unlisted/Unknown,145,141,145,145,1880,,1910,45410,45410,45400,1165,39.7,27000,Controlled,173,,,,,Tainter (radial) - 2,,9/5/2023 12:00:00 PM,1,High,Fair,9/29/2023 12:00:00 PM,,12/30/2022 12:00:00 PM,System.Byte[],,No,,Yes,No,N/A,Under Remediation,9/29/2023 12:00:00 PM,https://www.ferc.gov/dam-safety-and-inspections,-119.5292,37.2923000000001
88563,CA00032,,CA00032,9/13/2024 12:00:00 PM,Frenchman,,State,State,1.043,0,,Yes,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,39.893,-120.191,California,"Plumas, California",Chilcoot,8,Lit Last Chance Cr,"Congressional District 03, California",Doug LaMalfa (R),,,,,,,,,Water Supply,"Irrigation, Recreation, Water Supply",Earth,Earth,,,139,120,,139,720,,1961,55477,55477,,1580,82,,,,,,,,,,9/11/2023 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,5/7/2024 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.191,39.893
88565,CA01038,,CA01038,11/12/2024 12:00:00 PM,Angwin,,Private,Private,2419,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.581,-122.4318,California,"Napa, California",Angwin,0.9,Moore Creek,"Congressional District 04, California",Mike Thompson (D),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,35,31,,35,621,,1967,156,156,,14,0.05,,,,,,,,,,3/27/2024 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,7/25/2024 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.4318,38.5810000000001
88878,CA10185,S002,CA10185S002,4/25/2025 8:58:16 PM,Senator Wash-Xanyō Xamshré Dike,Senator Wash Reservoir,Federal,Federal,,2,BUREAU OF RECLAMATION,No,No,No,,No,No,No,DOI BR,32.9043,-114.4778,California,"Imperial, California",NONE,0,SENATOR WASH - OFFSTREAM,"Congressional District 25, California",Juan Vargas (D),Bureau of Reclamation,Bureau of Reclamation,,,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Hydroelectric,"Hydroelectric, Other",Earth,Earth,,,95,78,95,95,3795,,1966,17766,17766,9144,470,21,0,None,0,0,0,0,,,"CA10185, CA10185S001",3/10/2021 12:00:00 PM,4,High,Not Available,,,5/5/2023 12:00:00 PM,System.Byte[],Senator Wash-Sq___ Lake Dike,Yes,,Yes,No,N/A,,,https://www.usbr.gov/ssle/damsafety/,-114.4778,32.9043
88880,CA00085,,CA00085,6/10/2025 12:00:00 PM,Upper Franklin Dam,,Federal,Federal,,0,,No,No,No,,No,No,No,DOI NPS,34.119386,-118.410852,California,"Los Angeles, California","BEVERLY HILLS, CA",,,"Congressional District 32, California",Ted Lieu (D),National Park Service,National Park Service,,,National Park Service,National Park Service,National Park Service,,Flood Risk Reduction,"Fish and Wildlife Pond, Flood Risk Reduction, Water Supply",Earth,Earth,,,40,,,40,260,,1915,150,155,40,,0,192,Controlled,0,0,0,0,,,,6/1/2022 12:00:00 PM,,Significant,Not Available,,,11/5/2024 12:00:00 PM,System.Byte[],,No,,Yes,No,N/A,,,https://www.nps.gov/index.htm,-118.410852,34.1193860000001
88895,CA00913,,CA00913,9/13/2024 12:00:00 PM,Mud,,Public Utility,Public Utility,1085,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,36.5636,-120.1689,California,"Fresno, California",,,Fresno Slough,"Congressional District 13, California",TJ Cox (D),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,14,13,,14,127,,1919,304,304,,38,,,,,,,,,,,3/28/2024 12:00:00 PM,1,Low,Satisfactory,9/1/2017 12:00:00 PM,,,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-120.1689,36.5636000000001
88898,CA00659,,CA00659,11/12/2024 12:00:00 PM,Lake Orinda,,Private,Private,587,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,37.8916,-122.1884,California,"Contra Costa, California",Orinda,0,Cascade Creek,"Congressional District 10, California",Mark DeSaulnier (D),,,,,,,,,Water Supply,"Irrigation, Water Supply",Earth,Earth,,,45,36,,45,360,,1935,111.2,111.2,,9.5,0.48,474.1,,,,,,,,,8/16/2023 12:00:00 PM,1,High,Satisfactory,8/20/2019 12:00:00 PM,,5/20/2024 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.1884,37.8916
88899,CA00003,,CA00003,3/4/2026 12:00:00 PM,Lake Camille,,State,State,1.005,0,,No,Yes,Yes,"DWR, Division of Safety of Dams",Yes,Yes,Yes,CA,38.2775,-122.2525,California,"Napa, California",,,Tr Tulucay Cr,"Congressional District 04, California",Mike Thompson (D),,,,,,,,,Water Supply,"Recreation, Water Supply",Earth,Earth,,,21,18,,21,600,,1880,47,42.9,,3,0.05,140,,,,,,,,,8/23/2023 12:00:00 PM,1,High,Satisfactory,9/1/2017 12:00:00 PM,,8/19/2024 12:00:00 PM,System.Byte[],,No,,No,No,N/A,Normal Operations,2/22/2023 12:00:00 PM,https://damsafety.org/california,-122.2525,38.2775
88904,CA01585,,CA01585,5/3/2021 12:00:00 PM,Pond 11,"Pond 11 East, Pond 11 West",Private,Private,04-04075-01,0,,,No,No,,No,No,No,DOL MSHA,37.316389,-122.094444,California,"Santa Clara, California",Cupertino,1,,"Congressional District 16, California",Anna G. Eshoo (D),,,,,Mine Safety and Health Administration,Mine Safety and Health Administration,,,Other,"Other, Water Supply",Earth,Earth,,,80,,,80,800,,,55,55,,,,,,,,,,,,,,,High,Not Available,,,,System.Byte[],,No,,Yes,No,N/A,,,https://www.msha.gov/training-education/safety-and-health-materials/safety-topic-impoundments-and-dams,-122.094444,37.3163890000001
89235,CA10102,,CA10102,1/9/2026 12:00:00 PM,Black Butte Dam,Black Butte Lake,Federal,Federal,CA10102,1,,No,,No,,No,No,No,CE,39.81628687,-122.33667575,California,"Tehama, California",ORLAND,9,Stony Creek,"Congressional District 01, California",Doug LaMalfa (R),US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,Flood Risk Reduction,"Flood Risk Reduction, Hydroelectric, Irrigation, Recreation",Earth,Earth,Stone,,140,135,156,156,2970,0,1963,354000,354000,105900,4560,736,76600,Uncontrolled,118,0,0,0,,,CA10102S001,1/16/2024 12:00:00 PM,5,High,Not Available,,Yes,2/14/2025 12:00:00 PM,System.Byte[],,No,,Yes,No,,"Under Investigation, Planning, Permitting, or Design for Remediation",11/20/2025 12:00:00 PM,https://www.spk.usace.army.mil/Missions/Recreation/Black-Butte-Lake/,-122.336675747,39.8162868690001
89238,CA00354,S001,CA00354S001,4/29/2025 12:00:00 PM,Kidd Lake Auxiliary,,Private,Private,02310-14-02,1,,No,,No,,No,No,No,FERC,39.3136,-120.4302,California,"Placer, California",Washington                                        ,25,South Yuba River - Tr         ,"Congressional District 03, California",Tom McClintock (R),,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,Hydroelectric,Hydroelectric,Earth,Earth,,,15,12,15,15,617,,1850,1520,1505,1520,86,,1000,None,,,,,,,CA00354,6/28/2022 12:00:00 PM,1,High,Satisfactory,9/29/2023 12:00:00 PM,,12/30/2022 12:00:00 PM,System.Byte[],,Yes,,Yes,No,N/A,Normal Operations,9/29/2023 12:00:00 PM,https://www.ferc.gov/dam-safety-and-inspections,-120.4302,39.3136000000001
89241,CA10185,S001,CA10185S001,11/21/2024 12:00:00 PM,Senator Wash-North Dike,Senator Wash Reservoir,Federal,Federal,,2,BUREAU OF RECLAMATION,No,No,No,,No,No,No,DOI BR,32.9163,-114.4847,California,"Imperial, California",NONE,0,SENATOR WASH - OFFSTREAM,"Congressional District 25, California",Juan Vargas (D),Bureau of Reclamation,Bureau of Reclamation,,,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Hydroelectric,"Hydroelectric, Other",Earth,Earth,,,64,51,67,67,613,,1966,17766,17766,9144,470,21,1730,Uncontrolled,0,0,0,0,,,"CA10185, CA10185S002",3/10/2021 12:00:00 PM,4,High,Not Available,,,5/5/2023 12:00:00 PM,System.Byte[],,Yes,,Yes,No,N/A,,,https://www.usbr.gov/ssle/damsafety/,-114.4847,32.9163
